Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
0,1,1,1,1,0,Leg Press;Pec Deck;Overhead Tricep Press;Sumo Deadlift;Machine Chest Press;Leg Extensions,9
0,1,0,1,1,0,Lunges;Hammer Curl;Barbell Row;Skull Crushers;Dumbbell Row;Dumbbell Curl,14
0,1,0,0,1,0,Hip Abductors;Lat Pull Downs;Bulgarian Split Squats;Dumbbell Row;Low Bar Squat;Box Squat,12
1,0,0,1,1,0,Shoulder Machine Press;T-Bar Row;Upright Row;Rear Delt Flies;Lat Pull Downs;Shoulder Dumbbell Press,6
1,1,1,0,0,0,Leg Extensions;Chest Flies (DB or Cable);Hamstring Curls;Low Bar Squat;Barbell Bench Incline Press;Bench Press,5
0,1,0,0,1,0,Squat;Rear Delt Flies;Leg Extensions;Calf Raise;Lat Pull Downs;T-Bar Row,9
0,1,1,1,1,1,Romanian Deadlift;Dumbbell Flat Press;Tricep Pushdowns;Sumo Deadlift;Plank;Pull-Ups,10
0,0,0,1,1,0,Dumbbell Curl;Rear Delt Flies;Tricep Extension;Lat Raises;Deadlift;Skull Crushers,11
0,1,1,1,0,0,Hamstring Curls;Barbell Bench Incline Press;Front Raises;Machine Curl;Tricep Pushdowns;Shoulder Machine Press,14
1,0,0,0,0,1,Weighted Dips;Push-Ups;Pull-Ups;Standing Overhead Press;Plank;Russian Twist,5
0,0,0,0,0,1,Standing Overhead Press;Pull-Ups;Weighted Dips;Hip Thrust;Russian Twist;Plank,9
1,0,1,0,0,1,Pec Deck;Plank;Barbell Bench Incline Press;Chest Flies (DB or Cable);Cable Chest Press;Weighted Dips,6
0,1,0,0,1,0,Box Squat;Upright Row;Cable Row;Calf Raise;Hamstring Curls;T-Bar Row,11
1,0,0,0,1,0,Barbell Row;Upright Row;T-Bar Row;Sumo Deadlift;Cable Row;Rear Delt Flies,6
0,1,1,1,0,1,Low Bar Squat;Barbell Bench Press;Cable Curl;Hip Thrust;Standing Overhead Press;Plank,13
0,0,0,0,1,0,Dumbbell Row;Deadlift;Upright Row;Cable Row;Rear Delt Flies;Lat Pull Downs,11
1,1,0,0,0,1,Leg Extensions;Russian Twist;Hip Thrust;Hamstring Curls;Romanian Deadlift;Low Bar Squat,6
1,0,0,0,1,1,T-Bar Row;Weighted Dips;Standing Overhead Press;Sumo Deadlift;Barbell Row;Russian Twist,4
0,0,1,1,0,1,Bench Press;Single Arm Tricep Extensions;Hip Thrust;Barbell Bench Incline Press;Weighted Dips;Overhead Tricep Press,14
1,0,0,0,0,1,Push-Ups;Russian Twist;Weighted Dips;Hip Thrust;Plank;Standing Overhead Press,4
0,0,1,0,1,0,Cable Chest Press;Barbell Row;Dumbbell Incline Press;T-Bar Row;Upright Row;Pec Deck,9
0,1,1,0,0,1,Hip Abductors;Pec Deck;Plank;Russian Twist;Bulgarian Split Squats;Pull-Ups,9
0,0,1,0,1,1,Barbell Bench Incline Press;Barbell Row;Pull-Ups;Upright Row;Bench Press;Chest Flies (DB or Cable),10
0,0,1,1,1,1,Machine Chest Press;Skull Crushers;Lat Pull Overs;Pull-Ups;Lat Pull Downs;Chest Flies (DB or Cable),12
1,0,0,1,0,0,Overhead Tricep Press;Dumbbell Curl;Skull Crushers;Spider Curl;Barbell Curl;Machine Curl,4
0,0,0,0,1,1,Barbell Row;Hip Thrust;Weighted Dips;Plank;Upright Row;Standing Overhead Press,10
1,0,1,1,0,1,Machine Chest Press;Skull Crushers;Weighted Dips;Overhead Tricep Extensions;Barbell Bench Press;Machine Curl,5
0,0,1,0,1,0,Dumbbell Flat Press;Rear Delt Flies;Barbell Bench Press;Cable Chest Press;Dumbbell Incline Press;Sumo Deadlift,13
0,0,1,1,0,0,Dumbbell Flat Press;Hammer Curl;Overhead Tricep Press;Pec Deck;Barbell Bench Incline Press;Lat Raises,13
1,1,0,1,1,1,Lunges;Single Arm Tricep Extensions;T-Bar Row;Push-Ups;Lat Pull Overs;Low Bar Squat,5
0,0,0,1,1,0,Spider Curl;Deadlift;Lat Pull Overs;Shoulder Barbell Press;Upright Row;Sumo Deadlift,14
0,0,0,0,0,1,Weighted Dips;Hip Thrust;Standing Overhead Press;Push-Ups;Pull-Ups;Russian Twist,10
0,0,1,1,1,0,Machine Chest Press;Overhead Tricep Extensions;Deadlift;Rear Delt Flies;Barbell Row;T-Bar Row,10
1,0,0,0,1,0,Lat Pull Overs;Rear Delt Flies;Cable Row;Barbell Row;Upright Row;Dumbbell Row,4
0,0,1,0,0,1,Barbell Bench Press;Pull-Ups;Pec Deck;Push-Ups;Dumbbell Incline Press;Cable Chest Press,10
1,1,0,1,0,1,Bulgarian Split Squats;Dumbbell Curl;Hip Thrust;Weighted Dips;Machine Curl;Pin Press Squat,5
1,0,1,0,0,0,Dumbbell Flat Press;Barbell Bench Press;Cable Chest Press;Dumbbell Incline Press;Machine Chest Press;Bench Press,4
1,1,1,0,1,1,Leg Extensions;Chest Flies (DB or Cable);Barbell Row;Hip Thrust;Standing Overhead Press;Box Squat,6
0,1,0,1,0,1,Hip Adductors;Spider Curl;Russian Twist;Tricep Extension;Standing Overhead Press;Hip Thrust,12
1,0,0,1,1,0,Cable Curl;Upright Row;Lat Pull Downs;Deadlift;Skull Crushers;Single Arm Tricep Extensions,5
0,0,1,0,0,1,Barbell Bench Incline Press;Pull-Ups;Cable Chest Press;Machine Chest Press;Push-Ups;Chest Flies (DB or Cable),11
0,0,1,0,0,0,Chest Flies (DB or Cable);Barbell Bench Incline Press;Bench Press;Barbell Bench Press;Cable Chest Press;Machine Chest Press,8
0,1,0,0,0,1,Squat;Weighted Dips;Low Bar Squat;High Bar Squat;Hip Adductors;Bulgarian Split Squats,8
0,1,1,0,0,0,Pin Press Squat;Machine Chest Press;Hamstring Curls;Pec Deck;Bulgarian Split Squats;Hip Adductors,8
0,0,1,0,1,0,Pec Deck;T-Bar Row;Upright Row;Dumbbell Incline Press;Barbell Bench Incline Press;Machine Chest Press,10
1,0,1,1,1,0,Machine Chest Press;Single Arm Tricep Extensions;Cable Row;Barbell Bench Incline Press;Cable Curl;T-Bar Row,6
0,0,1,1,1,0,Machine Chest Press;Shoulder Dumbbell Press;Cable Row;Barbell Row;Chest Flies (DB or Cable);Sumo Deadlift,13
0,1,1,0,0,1,Bulgarian Split Squats;Barbell Bench Press;Plank;Romanian Deadlift;Cable Chest Press;Push-Ups,10
1,0,1,1,1,0,Machine Chest Press;Front Raises;Sumo Deadlift;Hammer Curl;Cable Row;Barbell Bench Press,4
0,1,1,0,1,0,Leg Extensions;Barbell Bench Incline Press;Dumbbell Row;Lat Pull Downs;Dumbbell Incline Press;Low Bar Squat,11
1,0,0,1,0,1,Cable Curl;Russian Twist;Weighted Dips;Plank;Single Arm Tricep Extensions;Front Raises,6
1,0,1,1,0,0,Cable Chest Press;Skull Crushers;Chest Flies (DB or Cable);Spider Curl;Single Arm Tricep Extensions;Shoulder Dumbbell Press,5
0,0,1,1,0,1,Dumbbell Flat Press;Tricep Extension;Weighted Dips;Plank;Russian Twist;Machine Curl,14
1,0,0,1,0,1,Shoulder Machine Press;Plank;Overhead Tricep Extensions;Shoulder Barbell Press;Tricep Extension;Russian Twist,6
1,1,1,0,0,0,Hamstring Curls;Pec Deck;Hip Adductors;Squat;Lunges;Barbell Bench Incline Press,4
1,1,0,1,1,0,Calf Raise;Hammer Curl;Barbell Row;T-Bar Row;Sumo Deadlift;Leg Press,6
0,1,0,0,0,0,Calf Raise;Pin Press Squat;Lunges;Squat;High Bar Squat;Leg Extensions,13
1,1,0,0,0,1,Squat;Standing Overhead Press;Romanian Deadlift;Push-Ups;Lunges;Leg Press,6
0,0,1,1,0,0,Barbell Bench Press;Lat Raises;Barbell Bench Incline Press;Pec Deck;Dumbbell Curl;Cable Curl,12
0,0,0,1,1,0,Front Raises;Barbell Row;Tricep Extension;Shoulder Dumbbell Press;Deadlift;Overhead Tricep Extensions,12
0,0,0,0,1,1,Dumbbell Row;Pull-Ups;Rear Delt Flies;Hip Thrust;Sumo Deadlift;Barbell Row,8
1,1,0,0,1,0,High Bar Squat;Barbell Row;Lat Pull Downs;Upright Row;Pin Press Squat;Deadlift,4
0,1,0,0,0,1,Pin Press Squat;Hip Thrust;Standing Overhead Press;Leg Extensions;Plank;Push-Ups,12
0,1,0,0,0,1,Hip Abductors;Push-Ups;High Bar Squat;Weighted Dips;Lunges;Leg Extensions,9
1,0,0,1,0,1,Shoulder Barbell Press;Push-Ups;Cable Curl;Spider Curl;Plank;Pull-Ups,4
0,1,1,0,1,1,Hip Adductors;Barbell Bench Press;Deadlift;Push-Ups;T-Bar Row;Weighted Dips,8
0,1,0,1,1,1,Lunges;Skull Crushers;Upright Row;Hip Thrust;Front Raises;T-Bar Row,10
0,0,1,1,0,1,Dumbbell Incline Press;Tricep Pushdowns;Russian Twist;Pull-Ups;Shoulder Dumbbell Press;Hip Thrust,12
1,1,0,0,1,1,High Bar Squat;Upright Row;Hip Thrust;Push-Ups;Hip Abductors;Sumo Deadlift,4
0,1,1,0,1,1,Hip Abductors;Dumbbell Flat Press;Barbell Row;Russian Twist;Weighted Dips;Chest Flies (DB or Cable),8
0,0,1,0,0,1,Bench Press;Plank;Chest Flies (DB or Cable);Standing Overhead Press;Dumbbell Flat Press;Pull-Ups,12
1,1,1,1,1,0,Leg Press;Machine Chest Press;Shoulder Dumbbell Press;Upright Row;Romanian Deadlift;Barbell Bench Incline Press,4
1,0,0,0,1,0,Barbell Row;Lat Pull Overs;Upright Row;Dumbbell Row;Deadlift;Rear Delt Flies,4
0,1,1,1,0,0,Bulgarian Split Squats;Chest Flies (DB or Cable);Single Arm Tricep Extensions;Bench Press;Pin Press Squat;Lunges,11
1,1,1,1,1,1,Squat;Machine Chest Press;Front Raises;Upright Row;Pull-Ups;Hip Abductors,4
1,1,0,1,0,1,Box Squat;Tricep Pushdowns;Hip Thrust;Push-Ups;Overhead Tricep Press;Shoulder Machine Press,6
1,0,0,1,1,0,Tricep Extension;Sumo Deadlift;Barbell Curl;Cable Curl;Dumbbell Row;Cable Row,6
1,1,0,0,0,0,Calf Raise;Hip Adductors;Leg Press;Low Bar Squat;Box Squat;Bulgarian Split Squats,4
0,1,1,1,1,1,Leg Press;Cable Chest Press;Spider Curl;Barbell Row;Push-Ups;Hip Thrust,8
0,1,0,1,0,0,Hip Abductors;Spider Curl;Pin Press Squat;Romanian Deadlift;Low Bar Squat;Dumbbell Curl,14
1,1,0,0,1,0,Squat;Upright Row;Box Squat;Lat Pull Overs;Calf Raise;Leg Press,6
1,0,0,0,1,1,Sumo Deadlift;Standing Overhead Press;Pull-Ups;T-Bar Row;Push-Ups;Cable Row,6
0,0,0,1,1,0,Tricep Pushdowns;Upright Row;T-Bar Row;Overhead Tricep Press;Deadlift;Barbell Curl,10
0,0,0,0,0,1,Standing Overhead Press;Hip Thrust;Push-Ups;Plank;Weighted Dips;Pull-Ups,10
0,0,0,0,0,1,Plank;Pull-Ups;Russian Twist;Weighted Dips;Standing Overhead Press;Push-Ups,13
1,0,1,1,1,0,Bench Press;Overhead Tricep Extensions;Barbell Row;Lat Pull Overs;Cable Curl;Chest Flies (DB or Cable),5
0,0,1,0,1,1,Cable Chest Press;Lat Pull Downs;Standing Overhead Press;Machine Chest Press;Plank;Bench Press,10
0,0,1,0,1,0,Bench Press;Upright Row;Cable Row;Chest Flies (DB or Cable);Lat Pull Downs;T-Bar Row,13
0,0,0,1,1,1,Barbell Curl;T-Bar Row;Hip Thrust;Dumbbell Curl;Pull-Ups;Lat Pull Overs,12
1,1,1,0,0,0,Hip Abductors;Chest Flies (DB or Cable);Bench Press;High Bar Squat;Dumbbell Incline Press;Cable Chest Press,6
0,0,0,1,0,1,Tricep Extension;Pull-Ups;Standing Overhead Press;Push-Ups;Tricep Pushdowns;Weighted Dips,8
1,0,0,1,0,0,Tricep Extension;Tricep Pushdowns;Shoulder Dumbbell Press;Shoulder Machine Press;Hammer Curl;Spider Curl,4
1,1,1,0,1,0,Lunges;Barbell Bench Incline Press;Rear Delt Flies;T-Bar Row;Cable Row;Romanian Deadlift,6
0,1,0,0,0,1,Leg Press;Push-Ups;Low Bar Squat;Pin Press Squat;Pull-Ups;Weighted Dips,10
1,1,1,0,0,0,Romanian Deadlift;Bench Press;Hip Abductors;Pec Deck;Pin Press Squat;Machine Chest Press,5
0,0,1,1,1,1,Barbell Bench Press;Cable Curl;Upright Row;Push-Ups;Deadlift;Machine Chest Press,13
1,0,0,1,0,0,Barbell Curl;Hammer Curl;Machine Curl;Spider Curl;Skull Crushers;Shoulder Machine Press,5
0,1,0,1,0,0,Hip Adductors;Front Raises;Low Bar Squat;Shoulder Barbell Press;Lat Raises;Leg Extensions,12
0,1,0,1,0,1,High Bar Squat;Shoulder Machine Press;Standing Overhead Press;Overhead Tricep Press;Plank;Cable Curl,13
1,0,0,0,0,1,Russian Twist;Push-Ups;Hip Thrust;Weighted Dips;Standing Overhead Press;Plank,5
1,1,1,1,0,0,Hip Abductors;Bench Press;Front Raises;Dumbbell Curl;Pec Deck;Skull Crushers,6
0,1,0,1,0,0,Hamstring Curls;Shoulder Barbell Press;Hip Abductors;Bulgarian Split Squats;Overhead Tricep Press;Box Squat,8
1,0,1,0,0,0,Cable Chest Press;Barbell Bench Press;Chest Flies (DB or Cable);Dumbbell Incline Press;Bench Press;Machine Chest Press,6
1,1,0,0,0,0,Hamstring Curls;Leg Extensions;Squat;Leg Press;Romanian Deadlift;Low Bar Squat,5
1,0,1,1,0,1,Barbell Bench Press;Single Arm Tricep Extensions;Plank;Russian Twist;Dumbbell Incline Press;Skull Crushers,5
0,0,0,0,1,1,Upright Row;Plank;Pull-Ups;Hip Thrust;Sumo Deadlift;Lat Pull Overs,13
0,1,0,1,1,0,Low Bar Squat;Overhead Tricep Press;Upright Row;Lat Raises;Barbell Curl;Dumbbell Curl,11
1,1,1,0,1,0,Leg Extensions;Dumbbell Incline Press;Deadlift;Cable Row;Hip Adductors;Barbell Row,5
1,0,0,1,0,0,Shoulder Barbell Press;Spider Curl;Shoulder Dumbbell Press;Barbell Curl;Tricep Extension;Lat Raises,6
0,1,0,0,1,0,Pin Press Squat;Cable Row;Bulgarian Split Squats;Lat Pull Overs;Dumbbell Row;Box Squat,11
0,0,1,1,0,1,Dumbbell Flat Press;Shoulder Dumbbell Press;Hip Thrust;Machine Chest Press;Pull-Ups;Russian Twist,11
1,0,1,1,0,0,Barbell Bench Incline Press;Skull Crushers;Chest Flies (DB or Cable);Single Arm Tricep Extensions;Overhead Tricep Press;Spider Curl,6
1,1,0,0,1,1,Romanian Deadlift;Upright Row;Plank;Pull-Ups;Hip Abductors;Lat Pull Downs,4
0,1,1,0,1,1,Pin Press Squat;Barbell Bench Incline Press;Lat Pull Overs;Standing Overhead Press;Dumbbell Flat Press;Pull-Ups,10
0,1,1,0,1,0,High Bar Squat;Machine Chest Press;Lat Pull Downs;Cable Chest Press;Barbell Bench Incline Press;T-Bar Row,14
1,0,0,0,1,0,Deadlift;Cable Row;Dumbbell Row;Sumo Deadlift;Rear Delt Flies;Lat Pull Downs,6
1,0,0,1,1,0,Shoulder Barbell Press;Rear Delt Flies;Lat Pull Downs;Dumbbell Curl;Single Arm Tricep Extensions;Cable Row,5
1,0,1,1,1,0,Dumbbell Incline Press;Front Raises;Lat Pull Downs;Barbell Bench Press;Bench Press;Dumbbell Flat Press,6
0,1,0,0,1,0,Low Bar Squat;Barbell Row;Hip Abductors;Lat Pull Downs;Sumo Deadlift;Deadlift,12
1,1,0,1,0,0,Pin Press Squat;Shoulder Barbell Press;Skull Crushers;Overhead Tricep Press;Shoulder Machine Press;Single Arm Tricep Extensions,6
0,1,1,1,1,0,Bulgarian Split Squats;Dumbbell Incline Press;Hammer Curl;Sumo Deadlift;Machine Curl;Barbell Row,10
1,1,1,1,0,1,Pin Press Squat;Machine Chest Press;Skull Crushers;Hip Thrust;Romanian Deadlift;Lat Raises,6
1,1,0,1,1,0,Squat;Skull Crushers;Lat Pull Overs;Tricep Extension;Front Raises;Low Bar Squat,5
0,1,0,0,0,1,Calf Raise;Pull-Ups;Hip Adductors;Standing Overhead Press;Push-Ups;Low Bar Squat,8
1,1,1,0,1,1,Pin Press Squat;Pec Deck;Sumo Deadlift;Weighted Dips;Hip Thrust;Romanian Deadlift,4
1,1,0,1,0,0,Pin Press Squat;Overhead Tricep Extensions;Shoulder Machine Press;Hammer Curl;Machine Curl;Shoulder Barbell Press,6
0,1,1,0,0,1,Low Bar Squat;Barbell Bench Incline Press;Weighted Dips;Hip Thrust;Leg Press;Leg Extensions,10
0,0,0,1,1,1,Skull Crushers;Lat Pull Downs;Push-Ups;Front Raises;Hammer Curl;Overhead Tricep Extensions,9
1,0,0,0,1,0,Rear Delt Flies;Lat Pull Downs;Upright Row;Deadlift;Sumo Deadlift;Dumbbell Row,6
0,1,1,0,1,0,Pin Press Squat;Chest Flies (DB or Cable);T-Bar Row;Pec Deck;Hamstring Curls;Bench Press,14
1,0,1,0,0,0,Cable Chest Press;Dumbbell Incline Press;Dumbbell Flat Press;Chest Flies (DB or Cable);Bench Press;Barbell Bench Incline Press,6
0,0,1,0,0,0,Dumbbell Incline Press;Chest Flies (DB or Cable);Pec Deck;Cable Chest Press;Dumbbell Flat Press;Barbell Bench Press,12
0,0,0,1,0,1,Shoulder Dumbbell Press;Russian Twist;Standing Overhead Press;Overhead Tricep Extensions;Shoulder Barbell Press;Barbell Curl,10
1,1,1,0,0,1,Bulgarian Split Squats;Dumbbell Flat Press;Hip Thrust;Push-Ups;Plank;Hip Adductors,6
1,1,0,0,1,0,Romanian Deadlift;Rear Delt Flies;Box Squat;Pin Press Squat;Deadlift;Hip Adductors,4
0,0,0,1,1,0,Single Arm Tricep Extensions;Rear Delt Flies;Cable Row;Sumo Deadlift;Overhead Tricep Extensions;Hammer Curl,8
0,0,0,1,0,1,Machine Curl;Pull-Ups;Front Raises;Plank;Hip Thrust;Overhead Tricep Extensions,10
1,1,1,1,0,0,Hamstring Curls;Bench Press;Single Arm Tricep Extensions;Cable Chest Press;Tricep Extension;Hammer Curl,5
1,1,1,0,0,0,Bulgarian Split Squats;Dumbbell Flat Press;Bench Press;Hip Abductors;Lunges;Box Squat,5
0,1,0,0,0,0,Romanian Deadlift;Squat;Box Squat;Leg Press;Hip Abductors;High Bar Squat,10
1,1,0,1,0,1,Bulgarian Split Squats;Shoulder Dumbbell Press;Pull-Ups;Hip Abductors;Tricep Pushdowns;Standing Overhead Press,4
1,1,0,0,1,0,Squat;T-Bar Row;Lat Pull Overs;Sumo Deadlift;Upright Row;Romanian Deadlift,4
1,1,1,1,1,1,Romanian Deadlift;Barbell Bench Press;Tricep Pushdowns;Lat Pull Overs;Push-Ups;Chest Flies (DB or Cable),4
1,1,0,1,0,0,Leg Extensions;Tricep Pushdowns;Leg Press;Low Bar Squat;Box Squat;Shoulder Barbell Press,5
1,0,0,1,0,1,Shoulder Barbell Press;Push-Ups;Dumbbell Curl;Single Arm Tricep Extensions;Hammer Curl;Lat Raises,6
1,1,0,1,0,0,Lunges;Front Raises;Tricep Pushdowns;Overhead Tricep Press;Overhead Tricep Extensions;High Bar Squat,4
0,1,1,1,1,0,Squat;Barbell Bench Incline Press;Tricep Pushdowns;Cable Row;Barbell Row;Dumbbell Incline Press,12
1,1,1,0,1,1,Calf Raise;Pec Deck;Barbell Row;Push-Ups;Romanian Deadlift;Lat Pull Overs,5
1,1,1,0,0,0,Leg Press;Barbell Bench Incline Press;Pin Press Squat;Calf Raise;Barbell Bench Press;Box Squat,6
1,1,1,1,0,0,Bulgarian Split Squats;Pec Deck;Single Arm Tricep Extensions;Overhead Tricep Extensions;Squat;Romanian Deadlift,4
1,0,0,1,1,1,Shoulder Barbell Press;Dumbbell Row;Standing Overhead Press;Plank;Spider Curl;T-Bar Row,6
1,1,0,1,0,1,Romanian Deadlift;Shoulder Dumbbell Press;Pull-Ups;Plank;Hip Thrust;Hip Abductors,6
0,0,1,0,0,1,Bench Press;Russian Twist;Cable Chest Press;Pull-Ups;Dumbbell Flat Press;Plank,12
0,0,0,1,1,1,Shoulder Barbell Press;Lat Pull Overs;Russian Twist;Rear Delt Flies;Barbell Curl;Weighted Dips,13
1,1,1,0,1,1,Box Squat;Chest Flies (DB or Cable);Cable Row;Russian Twist;Hip Thrust;Upright Row,5
0,1,1,0,0,0,Hip Adductors;Bench Press;Machine Chest Press;Barbell Bench Press;Hip Abductors;Romanian Deadlift,8
0,1,1,1,1,0,Leg Press;Dumbbell Flat Press;Dumbbell Curl;Deadlift;Tricep Pushdowns;Barbell Bench Incline Press,11
0,0,1,0,0,1,Barbell Bench Press;Weighted Dips;Standing Overhead Press;Plank;Cable Chest Press;Hip Thrust,12
0,1,0,1,1,0,High Bar Squat;Dumbbell Curl;Lat Pull Overs;Front Raises;Sumo Deadlift;Bulgarian Split Squats,14
0,1,1,0,1,1,Hip Adductors;Chest Flies (DB or Cable);Dumbbell Row;Pull-Ups;Lat Pull Overs;Standing Overhead Press,12
0,1,0,0,1,1,High Bar Squat;Lat Pull Overs;Weighted Dips;Lat Pull Downs;Rear Delt Flies;Standing Overhead Press,11
1,1,0,1,1,1,Hamstring Curls;Single Arm Tricep Extensions;Deadlift;Push-Ups;Upright Row;Cable Row,6
0,1,1,0,1,0,Hip Adductors;Dumbbell Incline Press;Lat Pull Downs;Cable Row;Hamstring Curls;Chest Flies (DB or Cable),14
1,0,0,0,1,1,Cable Row;Weighted Dips;Upright Row;Push-Ups;Standing Overhead Press;Plank,6
0,1,1,1,1,0,Hamstring Curls;Chest Flies (DB or Cable);Shoulder Barbell Press;Cable Row;Box Squat;Dumbbell Flat Press,8
1,0,0,0,1,0,Upright Row;Rear Delt Flies;Sumo Deadlift;Barbell Row;T-Bar Row;Dumbbell Row,5
1,0,0,1,1,0,Overhead Tricep Extensions;Lat Pull Downs;Hammer Curl;Sumo Deadlift;Shoulder Barbell Press;T-Bar Row,4
1,1,0,0,1,1,Hamstring Curls;Upright Row;Russian Twist;Squat;Hip Adductors;Cable Row,4
1,0,1,1,1,0,Bench Press;Tricep Extension;Sumo Deadlift;Rear Delt Flies;Machine Chest Press;Lat Pull Overs,6
1,1,0,1,1,0,Lunges;Overhead Tricep Extensions;Dumbbell Row;Lat Pull Downs;Upright Row;Leg Press,4
1,0,0,1,1,1,Hammer Curl;Upright Row;Standing Overhead Press;Machine Curl;T-Bar Row;Tricep Pushdowns,4
0,1,1,0,0,0,Hip Adductors;Dumbbell Flat Press;Chest Flies (DB or Cable);Cable Chest Press;High Bar Squat;Barbell Bench Press,13
0,0,1,1,1,1,Dumbbell Incline Press;Lat Raises;Barbell Row;Plank;Cable Row;Dumbbell Flat Press,10
0,0,1,1,1,1,Machine Chest Press;Skull Crushers;Barbell Row;Standing Overhead Press;Hammer Curl;Cable Row,8
0,0,1,0,0,0,Cable Chest Press;Bench Press;Dumbbell Incline Press;Barbell Bench Incline Press;Pec Deck;Machine Chest Press,8
0,0,0,0,0,1,Hip Thrust;Russian Twist;Weighted Dips;Push-Ups;Pull-Ups;Plank,14
1,1,0,0,0,0,Hip Adductors;Pin Press Squat;Squat;Hamstring Curls;Box Squat;Hip Abductors,5
1,0,0,0,0,1,Hip Thrust;Pull-Ups;Push-Ups;Weighted Dips;Plank;Russian Twist,4
0,1,0,1,0,1,Pin Press Squat;Tricep Extension;Standing Overhead Press;Cable Curl;Leg Press;Low Bar Squat,14
0,0,0,0,0,1,Pull-Ups;Standing Overhead Press;Hip Thrust;Plank;Russian Twist;Weighted Dips,14
0,1,0,0,0,1,Squat;Plank;Calf Raise;Weighted Dips;Push-Ups;Russian Twist,13
0,1,0,0,0,0,Calf Raise;Leg Press;Pin Press Squat;High Bar Squat;Box Squat;Low Bar Squat,11
1,1,1,0,0,1,Pin Press Squat;Machine Chest Press;Plank;Hip Thrust;Chest Flies (DB or Cable);Push-Ups,5
1,1,0,0,0,0,Leg Extensions;Low Bar Squat;Romanian Deadlift;Hip Abductors;High Bar Squat;Box Squat,5
1,1,0,1,0,0,Leg Press;Tricep Extension;Lat Raises;Leg Extensions;High Bar Squat;Romanian Deadlift,5
0,0,1,1,0,1,Pec Deck;Dumbbell Curl;Russian Twist;Plank;Standing Overhead Press;Hip Thrust,12
1,1,0,0,0,0,Romanian Deadlift;Low Bar Squat;Leg Extensions;Bulgarian Split Squats;Hip Adductors;High Bar Squat,6
0,1,0,0,1,0,High Bar Squat;Cable Row;Lat Pull Downs;Upright Row;Leg Extensions;Deadlift,10
1,0,0,1,0,1,Tricep Extension;Hip Thrust;Weighted Dips;Push-Ups;Russian Twist;Pull-Ups,4
1,0,1,0,0,1,Chest Flies (DB or Cable);Russian Twist;Barbell Bench Incline Press;Pull-Ups;Machine Chest Press;Dumbbell Incline Press,5
1,0,0,1,1,0,Front Raises;Barbell Row;Dumbbell Row;Deadlift;Tricep Pushdowns;Spider Curl,6
0,1,1,0,0,1,Hip Abductors;Pec Deck;Weighted Dips;Leg Extensions;Barbell Bench Press;Machine Chest Press,11
1,1,1,1,1,0,Squat;Cable Chest Press;Overhead Tricep Extensions;Cable Row;Barbell Curl;Dumbbell Flat Press,5
1,0,1,0,0,0,Bench Press;Machine Chest Press;Dumbbell Incline Press;Chest Flies (DB or Cable);Pec Deck;Barbell Bench Incline Press,5
0,1,0,0,1,0,Calf Raise;T-Bar Row;Romanian Deadlift;Deadlift;Rear Delt Flies;Barbell Row,10
1,0,0,0,0,1,Russian Twist;Standing Overhead Press;Push-Ups;Plank;Hip Thrust;Pull-Ups,6
0,1,0,0,1,1,Leg Press;Barbell Row;Russian Twist;Cable Row;Pin Press Squat;Weighted Dips,10
1,1,0,0,0,0,Leg Extensions;Box Squat;Hip Adductors;Hip Abductors;Leg Press;Squat,4
1,0,0,1,0,1,Shoulder Machine Press;Pull-Ups;Skull Crushers;Spider Curl;Single Arm Tricep Extensions;Push-Ups,4
1,1,0,0,0,0,Romanian Deadlift;Hamstring Curls;Leg Press;Lunges;Box Squat;Pin Press Squat,6
0,1,0,0,1,0,Squat;Lat Pull Overs;High Bar Squat;T-Bar Row;Upright Row;Pin Press Squat,8
1,1,0,1,0,1,Low Bar Squat;Shoulder Barbell Press;Standing Overhead Press;Overhead Tricep Press;Dumbbell Curl;Bulgarian Split Squats,6
0,1,0,1,1,0,Box Squat;Spider Curl;Rear Delt Flies;Lat Pull Overs;Tricep Extension;Upright Row,12
0,1,1,0,1,1,Low Bar Squat;Barbell Bench Incline Press;Upright Row;Push-Ups;Hip Thrust;Dumbbell Flat Press,13
0,0,0,1,1,0,Overhead Tricep Press;Barbell Row;Single Arm Tricep Extensions;Tricep Pushdowns;Lat Raises;Machine Curl,8
1,1,0,0,1,1,Low Bar Squat;Dumbbell Row;Weighted Dips;Russian Twist;Leg Press;Hip Abductors,4
1,0,0,1,1,1,Dumbbell Curl;Dumbbell Row;Weighted Dips;Skull Crushers;Front Raises;Shoulder Dumbbell Press,4
1,0,0,1,1,0,Lat Raises;Cable Row;Cable Curl;Lat Pull Downs;Dumbbell Row;Deadlift,4
0,0,0,0,1,1,T-Bar Row;Plank;Sumo Deadlift;Weighted Dips;Cable Row;Barbell Row,8
0,0,0,1,1,1,Single Arm Tricep Extensions;Rear Delt Flies;Standing Overhead Press;Dumbbell Curl;Sumo Deadlift;Overhead Tricep Extensions,14
1,1,1,1,0,1,Lunges;Cable Chest Press;Skull Crushers;Standing Overhead Press;Barbell Bench Press;Low Bar Squat,4
1,0,1,0,0,1,Machine Chest Press;Weighted Dips;Standing Overhead Press;Pec Deck;Push-Ups;Dumbbell Incline Press,5
1,0,0,1,1,1,Shoulder Barbell Press;Sumo Deadlift;Standing Overhead Press;Shoulder Machine Press;Cable Row;Hip Thrust,5
